x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89669.82634826488,43133.24935924902,0.0,0.0,0.0,-0.8641775047575619,0.5031870827743832,1.5
89669.13615230467,43132.03329970008,0.0,0.0,0.0,-0.8609286919552804,0.5086736992412982,1.5
89668.44595634445,43130.81724015114,0.0,0.0,0.0,-0.8576798791529988,0.5141603157082134,1.5
89667.82477998026,43129.67020019822,0.0,0.0,0.0,-0.8626036179543729,0.5055647631117549,1.5
89667.23318344294,43128.55274007218,0.0,0.0,0.0,-0.8710298788715993,0.49093399520242204,1.5
89666.6284403159,43127.487866305,0.0,0.0,0.0,-0.8747363807311198,0.4845617756510719,1.5
89666.00397730428,43126.50187207612,0.0,0.0,0.0,-0.8713632440040815,0.4905773786366958,1.5
89665.36636770294,43125.48629802038,0.0,0.0,0.0,-0.8725640874568834,0.4857047118493459,1.5
89664.61043879413,43124.20450552285,0.0,0.0,0.0,-0.9149307525282493,0.3828376171052298,1.5
89663.85450988534,43122.92271302533,0.0,0.0,0.0,-0.9572974175996152,0.27997052236111364,1.5
89662.70418328498,43122.08790457822,0.0,0.0,0.0,-0.9633324228524726,0.2680294309481476,1.5
89661.45525726174,43121.36484214372,0.0,0.0,0.0,-0.9602845131507028,0.27881984036796903,1.5
89660.1734647642,43120.576046760616,0.0,0.0,0.0,-0.9613152661335946,0.2748317631908292,1.5
89658.85880579236,43119.72151842893,0.0,0.0,0.0,-0.9664246818011478,0.2560651994167279,1.5
89657.47184057707,43118.86041680239,0.0,0.0,0.0,-0.7995643951733231,0.2284329883572414,1.5
89655.79565038798,43117.973021996404,0.0,0.0,0.0,0.055174700636022256,0.16533818815621365,1.5
89654.1194601989,43117.08562719042,0.0,0.0,0.0,0.909913796445366,0.10224338795518606,1.5
89652.64622935763,43117.25091294471,0.0,0.0,0.0,0.992058478652553,0.12157354031877271,1.695652173913043
89651.195549555,43117.53316320571,0.0,0.0,0.0,0.9883593371261657,0.1500620207450945,1.9130434782608694
89649.68289410851,43117.959537081595,0.0,0.0,0.0,0.9858255533658777,0.16745970291728202,3.652173913043475
89648.12892156611,43118.4819933674,0.0,0.0,0.0,0.9840686747829892,0.17746351958671333,6.40579710144927
89646.70393997716,43118.97891090758,0.0,0.0,0.0,0.9828388597749621,0.1844661912553423,8.333333333333334
89645.57993727962,43119.4162380413,0.0,0.0,0.0,0.9828388597749452,0.18446619125543237,8.333333333333334
89644.45593458207,43119.85356517503,0.0,0.0,0.0,0.9828388597749282,0.1844661912555224,8.333333333333334
89643.4245531602,43120.254855209285,0.0,0.0,0.0,0.9816544326223873,0.1905382389260698,8.333333333333334
89642.39317173834,43120.65614524354,0.0,0.0,0.0,0.9804700054698463,0.19661028659661717,8.333333333333334
89641.04846337145,43121.21365636195,0.0,0.0,0.0,0.9746624345735818,0.2209266569883499,8.333333333333334
89639.56947202815,43121.83811937357,0.0,0.0,0.0,0.9668735163585787,0.2530620228320193,8.333333333333334
89638.34026588948,43122.42314261603,0.0,0.0,0.0,0.9627924418060656,0.27019843985172365,8.333333333333334
89637.48573755778,43122.94900620476,0.0,0.0,0.0,0.9642731327472877,0.2648364336354802,8.333333333333334
89636.61477598894,43123.481443088356,0.0,0.0,0.0,0.9637318352393697,0.2654877172196266,8.333333333333334
89635.59591528577,43124.07303962568,0.0,0.0,0.0,0.9449926416891902,0.3202586090072819,8.333333333333334
89634.57705458261,43124.664636163,0.0,0.0,0.0,0.9262534481390107,0.37502950079493724,8.333333333333334
89633.78846686696,43125.3761938404,0.0,0.0,0.0,0.9079836067506646,0.4164493480366483,8.333333333333334
89633.0574473982,43126.117741802824,0.0,0.0,0.0,0.8898311034027767,0.4545314341418733,8.333333333333334
89632.2244376958,43127.19571287721,0.0,0.0,0.0,0.880754851728804,0.4735724771945395,8.333333333333334
